,Hospitals,Hotels
61,"Vijaya Group Of Hospitals, Chennai",
62,"Vijaya Group Of Hospitals, Chennai",
63,"Vijaya Group Of Hospitals, Chennai",
64,"Vijaya Group Of Hospitals, Chennai",
65,"Vijaya Group Of Hospitals, Chennai",
66,"Vijaya Group Of Hospitals, Chennai",
67,"Vijaya Group Of Hospitals, Chennai",
68,"Vijaya Group Of Hospitals, Chennai",
69,"Vijaya Group Of Hospitals, Chennai",
70,"Vijaya Group Of Hospitals, Chennai",
71,"Vijaya Group Of Hospitals, Chennai",
72,"Vijaya Group Of Hospitals, Chennai",
73,"Vijaya Group Of Hospitals, Chennai",
74,"Vijaya Group Of Hospitals, Chennai",
75,"Vijaya Group Of Hospitals, Chennai",
76,"Vijaya Group Of Hospitals, Chennai",
77,"Vijaya Group Of Hospitals, Chennai",
78,"Vijaya Group Of Hospitals, Chennai",
79,"Vijaya Group Of Hospitals, Chennai",
80,"Vijaya Group Of Hospitals, Chennai",
81,"Vijaya Group Of Hospitals, Chennai",
82,"Vijaya Group Of Hospitals, Chennai",
83,"Vijaya Group Of Hospitals, Chennai",
84,"Vijaya Group Of Hospitals, Chennai",
85,"Vijaya Group Of Hospitals, Chennai",
86,"Vijaya Group Of Hospitals, Chennai",
87,"Vijaya Group Of Hospitals, Chennai",
88,"Vijaya Group Of Hospitals, Chennai",
89,"Vijaya Group Of Hospitals, Chennai",
90,"Vijaya Group Of Hospitals, Chennai",
91,"Vijaya Group Of Hospitals, Chennai",
92,"Vijaya Group Of Hospitals, Chennai",
93,"Vijaya Group Of Hospitals, Chennai",
94,"Vijaya Group Of Hospitals, Chennai",
95,"Vijaya Group Of Hospitals, Chennai",
96,"Vijaya Group Of Hospitals, Chennai",
97,"Vijaya Group Of Hospitals, Chennai",
98,"Vijaya Group Of Hospitals, Chennai",
99,"Vijaya Group Of Hospitals, Chennai",
100,"Vijaya Group Of Hospitals, Chennai",
101,"Vijaya Group Of Hospitals, Chennai",
102,"Vijaya Group Of Hospitals, Chennai",
103,"Vijaya Group Of Hospitals, Chennai",
104,"Vijaya Group Of Hospitals, Chennai",
105,"Vijaya Group Of Hospitals, Chennai",
106,"Vijaya Group Of Hospitals, Chennai",
107,"Vijaya Group Of Hospitals, Chennai",
108,"Vijaya Group Of Hospitals, Chennai",
109,"Vijaya Group Of Hospitals, Chennai",
110,"Vijaya Group Of Hospitals, Chennai",
111,"Vijaya Group Of Hospitals, Chennai",
112,"Vijaya Group Of Hospitals, Chennai","HOTEL'S NAME:
Hilton Chennai
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
204
PRICE RANGE (INR):
8500
PRICE RANGE (USD):
113
HOTELS LINK:
http://www3.hilton.com/en/hotels/india/hilton-chennai-maahihi/index.html"
113,"Vijaya Group Of Hospitals, Chennai","HOTEL'S NAME:
Sheraton Park Hotel And Towers
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
6.0
ROOM COUNT:
287
PRICE RANGE (INR):
8000
PRICE RANGE (USD):
106
HOTELS LINK:
http://itchotels.in/hotels/sheratonpark.aspx"
114,"Vijaya Group Of Hospitals, Chennai","SIGHT'S NAME:
Guindy National Park
SIGHTS' ADDRESS:
Guindy
SIGHT DISTANCE FROM HOSPITAL (IN KM):
10.0
CONNECTIVITY:
Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
115,"Vijaya Group Of Hospitals, Chennai","MARKET NAME:
Express Avenue
MARKET IS KNOWN FOR:
Books / Stationery/ Toys / Games / Gifts / Electronics / Home & Lifestyle Footwear / Handbags / Jewellery / Watches / Lingerie / Luggage / Leather Products / Watches / Lingerie / Luggage / Optics And Sunglasses / Health & Beauty / Fitness / Cosmetics / P
RESTURANTS IN MARKET PLACE:
Vegetarian Fine Dining / Non-Vegetarian Fine Dining / Café / Cakes / Chocolates / Confectionery / Ice Cream / Fast Food Includes Oriental, North Indian, South Indian, And Italian
RELIGIOUS PLACES IN MARKET:
Temple – Jain Temple Kolavazihi Temple Church – Santhome Basilica"
116,"The Madras Medical Mission, Chennai","APPOINTMENT LINK
- not available -"
117,"The Madras Medical Mission, Chennai","INTERNATIONAL CUISINES
- Not Available -"
118,"The Madras Medical Mission, Chennai","INTERNATIONAL RECOGNITIONS
- Not Available -"
119,"The Madras Medical Mission, Chennai","ISO DETAILS
- Not Available -"
120,"The Madras Medical Mission, Chennai","LANGUAGES
* English
* Arabic"
121,"The Madras Medical Mission, Chennai","CERTIFICATES
* NABH
* ISO"
122,"The Madras Medical Mission, Chennai","ROOMS
* Deluxe
* Suites
* Special Rooms
* Twin Sharing
* Single Room"
123,"The Madras Medical Mission, Chennai",
124,"The Madras Medical Mission, Chennai",
125,"The Madras Medical Mission, Chennai",
126,"The Madras Medical Mission, Chennai",
127,"The Madras Medical Mission, Chennai",
128,"The Madras Medical Mission, Chennai",
129,"The Madras Medical Mission, Chennai",
130,"The Madras Medical Mission, Chennai",
131,"The Madras Medical Mission, Chennai",
132,"The Madras Medical Mission, Chennai",
133,"The Madras Medical Mission, Chennai",
134,"The Madras Medical Mission, Chennai",
135,"The Madras Medical Mission, Chennai",
136,"The Madras Medical Mission, Chennai",
137,"The Madras Medical Mission, Chennai",
138,"The Madras Medical Mission, Chennai",
139,"The Madras Medical Mission, Chennai",
140,"The Madras Medical Mission, Chennai",
141,"The Madras Medical Mission, Chennai",
142,"The Madras Medical Mission, Chennai",
143,"The Madras Medical Mission, Chennai",
144,"The Madras Medical Mission, Chennai",
145,"The Madras Medical Mission, Chennai",
146,"The Madras Medical Mission, Chennai",
147,"The Madras Medical Mission, Chennai",
148,"The Madras Medical Mission, Chennai",
149,"The Madras Medical Mission, Chennai",
150,"The Madras Medical Mission, Chennai",
151,"The Madras Medical Mission, Chennai",
152,"The Madras Medical Mission, Chennai",
153,"The Madras Medical Mission, Chennai",
154,"The Madras Medical Mission, Chennai",
155,"The Madras Medical Mission, Chennai",
156,"The Madras Medical Mission, Chennai",
157,"The Madras Medical Mission, Chennai",
158,"The Madras Medical Mission, Chennai",
159,"The Madras Medical Mission, Chennai",
160,"The Madras Medical Mission, Chennai",
161,"The Madras Medical Mission, Chennai",
162,"The Madras Medical Mission, Chennai",
163,"The Madras Medical Mission, Chennai",
164,"The Madras Medical Mission, Chennai",
165,"The Madras Medical Mission, Chennai",
166,"The Madras Medical Mission, Chennai",
167,"The Madras Medical Mission, Chennai",
168,"The Madras Medical Mission, Chennai",
169,"The Madras Medical Mission, Chennai",
170,"The Madras Medical Mission, Chennai",
171,"The Madras Medical Mission, Chennai",
172,"The Madras Medical Mission, Chennai",
173,"The Madras Medical Mission, Chennai",
174,"The Madras Medical Mission, Chennai",
175,"The Madras Medical Mission, Chennai",
176,"The Madras Medical Mission, Chennai","HOTEL'S NAME:
Hotel Chennai Deluxe
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
42
PRICE RANGE (INR):
2500
PRICE RANGE (USD):
33
HOTELS LINK:
http://hotelchennaideluxe.com/aboutus.htm"
177,"The Madras Medical Mission, Chennai","HOTEL'S NAME:
Hotel Radha Regent Chennai
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
91
PRICE RANGE (INR):
3500
PRICE RANGE (USD):
46
HOTELS LINK:
http://radhahotels.com/radha-regent-chennai/"
178,"The Madras Medical Mission, Chennai","SIGHT'S NAME:
Government Museum
SIGHTS' ADDRESS:
Pantheon Road
SIGHT DISTANCE FROM HOSPITAL (IN KM):
11.0
CONNECTIVITY:
Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
179,"The Madras Medical Mission, Chennai","MARKET NAME:
Express Avenue
MARKET IS KNOWN FOR:
Books / Stationery/ Toys / Games / Gifts / Electronics / Home & Lifestyle Footwear / Handbags / Jewellery / Watches / Lingerie / Luggage / Leather Products / Watches / Lingerie / Luggage / Optics And Sunglasses / Health & Beauty / Fitness / Cosmetics / P
RESTURANTS IN MARKET PLACE:
Vegetarian Fine Dining / Non-Vegetarian Fine Dining / Café / Cakes / Chocolates / Confectionery / Ice Cream / Fast Food Includes Oriental, North Indian, South Indian, And Italian
RELIGIOUS PLACES IN MARKET:
Temple – Jain Temple Kolavazihi Temple Church – Santhome Basilica"
180,"Sri Ramachandra Medical Centre, Chennai","APPOINTMENT LINK
- not available -"
181,"Sri Ramachandra Medical Centre, Chennai","INTERNATIONAL CUISINES
* Indian"
182,"Sri Ramachandra Medical Centre, Chennai","INTERNATIONAL RECOGNITIONS
- Not Available -"
183,"Sri Ramachandra Medical Centre, Chennai","ISO DETAILS
- Not Available -"
184,"Sri Ramachandra Medical Centre, Chennai","LANGUAGES
* Arabic"
185,"Sri Ramachandra Medical Centre, Chennai","CERTIFICATES
* JCI
* NABH
* ISO"
186,"Sri Ramachandra Medical Centre, Chennai",
187,"Sri Ramachandra Medical Centre, Chennai",
188,"Sri Ramachandra Medical Centre, Chennai",
189,"Sri Ramachandra Medical Centre, Chennai",
190,"Sri Ramachandra Medical Centre, Chennai",
191,"Sri Ramachandra Medical Centre, Chennai",
192,"Sri Ramachandra Medical Centre, Chennai",
193,"Sri Ramachandra Medical Centre, Chennai",
194,"Sri Ramachandra Medical Centre, Chennai",
195,"Sri Ramachandra Medical Centre, Chennai",
196,"Sri Ramachandra Medical Centre, Chennai",
197,"Sri Ramachandra Medical Centre, Chennai",
198,"Sri Ramachandra Medical Centre, Chennai",
199,"Sri Ramachandra Medical Centre, Chennai",
200,"Sri Ramachandra Medical Centre, Chennai",
201,"Sri Ramachandra Medical Centre, Chennai",
202,"Sri Ramachandra Medical Centre, Chennai",
203,"Sri Ramachandra Medical Centre, Chennai",
204,"Sri Ramachandra Medical Centre, Chennai",
205,"Sri Ramachandra Medical Centre, Chennai",
206,"Sri Ramachandra Medical Centre, Chennai",
207,"Sri Ramachandra Medical Centre, Chennai",
208,"Sri Ramachandra Medical Centre, Chennai",
209,"Sri Ramachandra Medical Centre, Chennai",
210,"Sri Ramachandra Medical Centre, Chennai",
211,"Sri Ramachandra Medical Centre, Chennai",
212,"Sri Ramachandra Medical Centre, Chennai",
213,"Sri Ramachandra Medical Centre, Chennai",
214,"Sri Ramachandra Medical Centre, Chennai",
215,"Sri Ramachandra Medical Centre, Chennai",
216,"Sri Ramachandra Medical Centre, Chennai",
217,"Sri Ramachandra Medical Centre, Chennai",
218,"Sri Ramachandra Medical Centre, Chennai",
219,"Sri Ramachandra Medical Centre, Chennai",
220,"Sri Ramachandra Medical Centre, Chennai",
221,"Sri Ramachandra Medical Centre, Chennai",
222,"Sri Ramachandra Medical Centre, Chennai",
223,"Sri Ramachandra Medical Centre, Chennai",
224,"Sri Ramachandra Medical Centre, Chennai",
225,"Sri Ramachandra Medical Centre, Chennai",
226,"Sri Ramachandra Medical Centre, Chennai",
227,"Sri Ramachandra Medical Centre, Chennai",
228,"Sri Ramachandra Medical Centre, Chennai",
229,"Sri Ramachandra Medical Centre, Chennai",
230,"Sri Ramachandra Medical Centre, Chennai",
231,"Sri Ramachandra Medical Centre, Chennai",
232,"Sri Ramachandra Medical Centre, Chennai",
233,"Sri Ramachandra Medical Centre, Chennai",
234,"Sri Ramachandra Medical Centre, Chennai",
235,"Sri Ramachandra Medical Centre, Chennai",
236,"Sri Ramachandra Medical Centre, Chennai",
237,"Sri Ramachandra Medical Centre, Chennai",
238,"Sri Ramachandra Medical Centre, Chennai",
239,"Sri Ramachandra Medical Centre, Chennai",
240,"Sri Ramachandra Medical Centre, Chennai",
241,"Sri Ramachandra Medical Centre, Chennai",
242,"Sri Ramachandra Medical Centre, Chennai",
243,"Sri Ramachandra Medical Centre, Chennai",
244,"Sri Ramachandra Medical Centre, Chennai",
245,"Sri Ramachandra Medical Centre, Chennai",
246,"Sri Ramachandra Medical Centre, Chennai",
247,"Sri Ramachandra Medical Centre, Chennai",
248,"Sri Ramachandra Medical Centre, Chennai",
249,"Sri Ramachandra Medical Centre, Chennai",
250,"Sri Ramachandra Medical Centre, Chennai",
251,"Sri Ramachandra Medical Centre, Chennai",
252,"Sri Ramachandra Medical Centre, Chennai",
253,"Sri Ramachandra Medical Centre, Chennai",
254,"Sri Ramachandra Medical Centre, Chennai",
255,"Sri Ramachandra Medical Centre, Chennai",
256,"Sri Ramachandra Medical Centre, Chennai",
257,"Sri Ramachandra Medical Centre, Chennai",
258,"Sri Ramachandra Medical Centre, Chennai",
259,"Sri Ramachandra Medical Centre, Chennai",
260,"Sri Ramachandra Medical Centre, Chennai",
261,"Sri Ramachandra Medical Centre, Chennai",
262,"Sri Ramachandra Medical Centre, Chennai",
263,"Sri Ramachandra Medical Centre, Chennai",
264,"Sri Ramachandra Medical Centre, Chennai",
265,"Sri Ramachandra Medical Centre, Chennai",
266,"Sri Ramachandra Medical Centre, Chennai",
267,"Sri Ramachandra Medical Centre, Chennai",
268,"Sri Ramachandra Medical Centre, Chennai","HOTEL'S NAME:
Le Royal Meridien Chennai
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
9.0
ROOM COUNT:
106
PRICE RANGE (INR):
7500
PRICE RANGE (USD):
100
HOTELS LINK:
http://leroyalmeridien-chennai.com"
269,"Sri Ramachandra Medical Centre, Chennai","HOTEL'S NAME:
My Fortune
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
18.0
ROOM COUNT:
90
PRICE RANGE (INR):
6000
PRICE RANGE (USD):
79
HOTELS LINK:
http://fortunehotels.in"
270,"Sri Ramachandra Medical Centre, Chennai","SIGHT'S NAME:
Marina Beach
SIGHTS' ADDRESS:
Chennai
SIGHT DISTANCE FROM HOSPITAL (IN KM):
20.0
CONNECTIVITY:
Tourist Buses, Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
271,"Sri Ramachandra Medical Centre, Chennai","MARKET NAME:
Citi Center
MARKET IS KNOWN FOR:
Domestic & International Brands, Designer Boutiques, Restaurants & Jewelry Shops
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages, Fast Food, Café, Pubs
RELIGIOUS PLACES IN MARKET:
Temple – Virubakshiswarar Temple Maleeswarar Temple Church – Holy Rosary Church"
272,"Omega Hospitals, Hyderabad","APPOINTMENT LINK
http://www.omegahospitals.com"
273,"Omega Hospitals, Hyderabad","INTERNATIONAL CUISINES
- Not Available -"
274,"Omega Hospitals, Hyderabad","INTERNATIONAL RECOGNITIONS
- Not Available -"
275,"Omega Hospitals, Hyderabad","ISO DETAILS
- Not Available -"
276,"Omega Hospitals, Hyderabad",
277,"Omega Hospitals, Hyderabad",
278,"Omega Hospitals, Hyderabad",
279,"Omega Hospitals, Hyderabad",
280,"Omega Hospitals, Hyderabad",
281,"Omega Hospitals, Hyderabad",
282,"Omega Hospitals, Hyderabad",
283,"Omega Hospitals, Hyderabad",
284,"Omega Hospitals, Hyderabad",
285,"Omega Hospitals, Hyderabad",
286,"Omega Hospitals, Hyderabad",
287,"Omega Hospitals, Hyderabad",
288,"Omega Hospitals, Hyderabad",
289,"Omega Hospitals, Hyderabad",
290,"Omega Hospitals, Hyderabad",
291,"Omega Hospitals, Hyderabad",
292,"Omega Hospitals, Hyderabad",
293,"Omega Hospitals, Hyderabad",
294,"Omega Hospitals, Hyderabad",
295,"Omega Hospitals, Hyderabad",
296,"Omega Hospitals, Hyderabad",
297,"Omega Hospitals, Hyderabad",
298,"Omega Hospitals, Hyderabad",
299,"Omega Hospitals, Hyderabad",
300,"Omega Hospitals, Hyderabad",
301,"Omega Hospitals, Hyderabad",
302,"Omega Hospitals, Hyderabad",
303,"Omega Hospitals, Hyderabad",
304,"Omega Hospitals, Hyderabad",
305,"Omega Hospitals, Hyderabad",
306,"Omega Hospitals, Hyderabad",
307,"Omega Hospitals, Hyderabad",
308,"Omega Hospitals, Hyderabad",
309,"Omega Hospitals, Hyderabad",
310,"Omega Hospitals, Hyderabad",
311,"Omega Hospitals, Hyderabad",
312,"Omega Hospitals, Hyderabad",
313,"Omega Hospitals, Hyderabad",
314,"Omega Hospitals, Hyderabad",
315,"Omega Hospitals, Hyderabad",
316,"Omega Hospitals, Hyderabad",
317,"Omega Hospitals, Hyderabad",
318,"Omega Hospitals, Hyderabad",
319,"Omega Hospitals, Hyderabad",
320,"Omega Hospitals, Hyderabad",
321,"Omega Hospitals, Hyderabad",
322,"Omega Hospitals, Hyderabad",
323,"Omega Hospitals, Hyderabad",
324,"Omega Hospitals, Hyderabad",
325,"Omega Hospitals, Hyderabad",
326,"Omega Hospitals, Hyderabad",
327,"Omega Hospitals, Hyderabad",
328,"Omega Hospitals, Hyderabad",
329,"Omega Hospitals, Hyderabad","HOTEL'S NAME:
Amogh Boutique Hotel
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.1
ROOM COUNT:
80
PRICE RANGE (INR):
2500
PRICE RANGE (USD):
33
HOTELS LINK:
http://theboutiquehotel.chobs.in/"
330,"Omega Hospitals, Hyderabad","HOTEL'S NAME:
Fortune Park Vallabha
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
70
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
66
HOTELS LINK:
http://fortunehotels.in/hotel/hyderabad-fortune_park_vallabha.aspx"
331,"Omega Hospitals, Hyderabad","SIGHT'S NAME:
Qutub Shahi Tombs
SIGHTS' ADDRESS:
Toli Chowki
SIGHT DISTANCE FROM HOSPITAL (IN KM):
4.0
CONNECTIVITY:
Tourist Buses, Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
332,"Omega Hospitals, Hyderabad","MARKET NAME:
M.G.Road Complex
MARKET IS KNOWN FOR:
Imitation Jewellery Stores, Stationery, Paper, Tailoring Materials, Wool And Threads
RESTURANTS IN MARKET PLACE:
Indian, Chinese, European, Continental, Multi – Cuisine, Mughlai, Tandoori, Beverages, Fast Food
RELIGIOUS PLACES IN MARKET:
Temple – Darbar Maisamma Temple Katta Maisamma Temple"
333,Kalyani Kidney Care Centre,"APPOINTMENT LINK
https://kidneystoneindia.com/"
334,Kalyani Kidney Care Centre,"INTERNATIONAL CUISINES
* Continental
* Chinese"
335,Kalyani Kidney Care Centre,"INTERNATIONAL RECOGNITIONS
Honoring An Invitation Extended By Nepal Urology Association & China Urology Association Dr M.Prabhakar Of Kalyani Kidney Care Centre Had Demonstrated Laser Kidney Stone Treatment At Katmandu Nepal & Yantai China."
336,Kalyani Kidney Care Centre,"ISO DETAILS
- Not Available -"
337,Kalyani Kidney Care Centre,"LANGUAGES
* English
* Hindi"
338,Kalyani Kidney Care Centre,"CERTIFICATES
* NABH"
339,Kalyani Kidney Care Centre,
340,Kalyani Kidney Care Centre,
341,Kalyani Kidney Care Centre,
342,Kalyani Kidney Care Centre,
343,Kalyani Kidney Care Centre,
344,Kalyani Kidney Care Centre,
345,Kalyani Kidney Care Centre,
346,Kalyani Kidney Care Centre,
347,Kalyani Kidney Care Centre,
348,Kalyani Kidney Care Centre,
349,Kalyani Kidney Care Centre,
350,Kalyani Kidney Care Centre,
351,Kalyani Kidney Care Centre,
352,Kalyani Kidney Care Centre,
353,Kalyani Kidney Care Centre,
354,Kalyani Kidney Care Centre,
355,Kalyani Kidney Care Centre,
356,Kalyani Kidney Care Centre,
357,Kalyani Kidney Care Centre,
358,Kalyani Kidney Care Centre,
359,Kalyani Kidney Care Centre,
360,Kalyani Kidney Care Centre,
361,Kalyani Kidney Care Centre,
362,Kalyani Kidney Care Centre,
363,Kalyani Kidney Care Centre,
364,Kalyani Kidney Care Centre,
365,Kalyani Kidney Care Centre,
366,Kalyani Kidney Care Centre,
367,Kalyani Kidney Care Centre,
368,Kalyani Kidney Care Centre,
369,Kalyani Kidney Care Centre,
370,Kalyani Kidney Care Centre,
371,Kalyani Kidney Care Centre,
372,Kalyani Kidney Care Centre,
373,Kalyani Kidney Care Centre,
374,Kalyani Kidney Care Centre,
375,Kalyani Kidney Care Centre,
376,Kalyani Kidney Care Centre,
377,Kalyani Kidney Care Centre,
378,Kalyani Kidney Care Centre,
379,Kalyani Kidney Care Centre,
380,Kalyani Kidney Care Centre,
381,Kalyani Kidney Care Centre,
382,KG Hospital,"APPOINTMENT LINK
- not available -"
383,KG Hospital,"INTERNATIONAL CUISINES
- Not Available -"
384,KG Hospital,"INTERNATIONAL RECOGNITIONS
- Not Available -"
385,KG Hospital,"ISO DETAILS
- Not Available -"
386,KG Hospital,"LANGUAGES
* English
* Arabic"
387,KG Hospital,"CERTIFICATES
* NABH
* NABL"
388,KG Hospital,
389,KG Hospital,
390,KG Hospital,
391,KG Hospital,
392,KG Hospital,
393,KG Hospital,
394,KG Hospital,
395,KG Hospital,
396,KG Hospital,
397,KG Hospital,
398,KG Hospital,
399,KG Hospital,
400,KG Hospital,
401,KG Hospital,
402,KG Hospital,
403,KG Hospital,
404,KG Hospital,
405,KG Hospital,
406,KG Hospital,
407,KG Hospital,
408,KG Hospital,
409,KG Hospital,
410,KG Hospital,
411,KG Hospital,
412,KG Hospital,
413,KG Hospital,
414,KG Hospital,
415,KG Hospital,
416,KG Hospital,
417,KG Hospital,
418,KG Hospital,
419,KG Hospital,
420,KG Hospital,
421,KG Hospital,
422,KG Hospital,
423,KG Hospital,
424,KG Hospital,
425,KG Hospital,
426,KG Hospital,
427,KG Hospital,
428,KG Hospital,
429,KG Hospital,
430,KG Hospital,
431,KG Hospital,
432,KG Hospital,
433,KG Hospital,
434,KG Hospital,
435,KG Hospital,
436,KG Hospital,
437,KG Hospital,
438,KG Hospital,
439,KG Hospital,
440,KG Hospital,
441,KG Hospital,
442,KG Hospital,
443,KG Hospital,
444,KG Hospital,
445,KG Hospital,
446,KG Hospital,
447,KG Hospital,
448,KG Hospital,
449,KG Hospital,
450,KG Hospital,
451,KG Hospital,
452,KG Hospital,
453,KG Hospital,
454,KG Hospital,
455,KG Hospital,
456,KG Hospital,
457,KG Hospital,
458,KG Hospital,
459,KG Hospital,
460,KG Hospital,
461,KG Hospital,
462,KG Hospital,
463,KG Hospital,
464,KG Hospital,
465,KG Hospital,
466,KG Hospital,
467,KG Hospital,
468,KG Hospital,
469,KG Hospital,
470,KG Hospital,
471,KG Hospital,
472,KG Hospital,
473,KG Hospital,
474,KG Hospital,
475,KG Hospital,
476,KG Hospital,
477,KG Hospital,
478,KG Hospital,
479,KG Hospital,
480,KG Hospital,
481,KG Hospital,
482,KG Hospital,"HOTEL'S NAME:
Hotel Marian International
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.2
ROOM COUNT:
34
PRICE RANGE (INR):
1200
PRICE RANGE (USD):
16
HOTELS LINK:
coimbatore.com"
483,KG Hospital,"HOTEL'S NAME:
OYO 14814 Hotel Vinayak
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
40
PRICE RANGE (INR):
2000
PRICE RANGE (USD):
26
HOTELS LINK:
oyorooms.com"
484,KG Hospital,"SIGHT'S NAME:
Singanallur Lake
SIGHTS' ADDRESS:
Coimbatore
SIGHT DISTANCE FROM HOSPITAL (IN KM):
11.0
CONNECTIVITY:
Tourist Buses, Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
485,KG Hospital,"MARKET NAME:
Brookefields Mall
MARKET IS KNOWN FOR:
Domestic & International Brands, Apparel, Footwear, Accessories, Coffee Shops, Restrauants
RESTURANTS IN MARKET PLACE:
Indian, Mediterranean, Chinese, Asian, Italian, Fast Food Joints, Café, Pubs, Bakery
RELIGIOUS PLACES IN MARKET:
EachanariVinayagar Temple"
